Monkey,NeuronIndex,Stimulus_1,Stimulus_2,Stimulus_3,Stimulus_4,Stimulus_5,Stimulus_6,Stimulus_7,SpikeCount
n,128,-5,-5,-8,0,-2,-8,-5,26
n,128,5,0,2,5,8,8,0,27
n,128,-5,-5,-2,-2,-8,-8,0,39
n,128,8,0,5,8,0,0,5,24
n,128,5,0,5,5,0,5,0,28
n,128,0,2,0,0,5,0,8,30
n,128,0,-2,-2,-5,-8,-5,-8,32
n,128,0,8,0,2,8,5,8,16
n,128,2,0,2,5,8,2,0,44
n,128,0,-8,-5,-8,-5,-8,-8,27
n,128,-5,-5,-8,0,-2,-8,-5,26
n,128,0,-5,-5,-2,0,-5,-8,23
n,128,0,8,-5,-2,0,-5,-2,36
n,128,-2,0,-2,2,-2,0,-2,38
n,128,8,5,2,2,0,2,0,26
n,128,2,8,5,0,2,2,2,24
n,128,5,-5,0,-8,2,-2,-5,23
n,128,0,2,5,8,2,0,-2,31
n,128,0,-2,-5,-5,0,-5,-2,29
n,128,0,0,0,0,0,-2,0,28
n,128,-5,-2,-5,-5,0,-8,-8,36
n,128,-5,-5,-8,0,-2,-8,-5,23
n,128,0,0,0,5,8,2,5,33
n,128,2,5,5,2,2,5,5,33
n,128,2,0,8,5,-2,-2,2,38
n,128,8,0,8,0,0,0,0,29
n,128,-8,-8,-8,0,-5,0,-8,20
n,128,-8,-8,-2,-2,-8,0,-2,30
n,128,-5,-5,-2,-5,-5,-8,0,24
n,128,2,5,5,0,0,5,5,31
n,128,-2,0,-2,0,-5,-8,0,35
n,128,0,-5,0,5,-5,-5,0,35
n,128,-2,-5,0,-2,0,-5,-2,49
n,128,8,5,5,5,0,0,8,37
n,128,-2,-8,0,-8,-2,-8,-2,28
n,128,8,5,5,5,5,2,2,27
n,128,5,0,8,0,5,8,5,23
n,128,0,2,0,0,0,2,5,22
n,128,-8,-8,5,-5,0,8,0,25
n,128,-5,-8,-8,0,0,-8,-5,33
n,128,-2,0,-8,-5,2,5,-8,26
n,128,-2,0,-5,-2,0,0,-5,33
n,128,-5,-2,0,-8,-5,-8,-2,23
n,128,-5,-5,-8,0,-2,-8,-5,35
n,128,0,0,-5,-2,0,0,-5,29
n,128,2,0,0,2,8,0,0,22
n,128,-5,0,0,-5,0,-8,0,26
n,128,8,2,8,8,5,5,2,35
n,128,8,0,2,2,5,2,2,27
n,128,-2,-2,0,-5,-8,-8,-2,33
n,128,0,-2,0,-5,0,-8,-5,29
n,128,8,0,0,5,8,8,0,27
n,128,-8,-2,-2,-8,0,-5,0,28
n,128,-8,-5,0,-5,0,0,-5,30
n,128,8,0,8,2,2,5,5,21
n,128,8,2,0,0,5,-8,2,35
n,128,0,2,2,8,8,2,8,32
n,128,-8,-5,0,0,0,-8,0,55
n,128,-8,-8,-2,0,-5,-2,0,42
n,128,0,2,-8,-2,0,0,2,32
n,128,2,-5,-2,-2,8,-5,-5,37
n,128,0,2,5,5,5,5,5,23
n,128,0,-5,-5,0,0,-8,-2,39
n,128,2,5,2,8,0,2,5,41
n,128,0,5,2,0,5,5,5,36
n,128,0,-5,2,8,-8,-8,-5,40
n,128,-5,-5,-5,-5,-2,-5,-5,28
n,128,2,2,0,0,8,8,8,31
n,128,2,5,2,0,8,8,2,28
n,128,5,0,0,8,5,2,8,33
n,128,-8,-2,-8,-2,-8,-5,-2,29
n,128,-2,0,-8,-2,-2,-5,0,34
n,128,8,2,8,8,5,8,0,31
n,128,-5,-5,-8,-8,0,-2,-8,30
n,128,0,-8,0,-2,-8,-2,-5,42
n,128,-2,0,5,0,-8,5,0,27
n,128,-5,-5,-8,0,-2,-8,-5,17
n,128,5,2,8,0,2,0,8,35
n,128,0,8,2,0,2,0,5,32
n,128,-2,-2,-5,-2,-5,0,-5,25
n,128,0,8,8,5,2,8,0,32
n,128,-5,-5,-8,0,-2,-8,-5,32
n,128,5,8,0,-5,8,0,-8,28
n,128,0,-8,-8,0,-2,8,0,31
n,128,-5,0,-8,-2,-5,-2,0,16
n,128,-5,-2,-8,-5,-2,0,0,25
n,128,5,8,2,8,0,5,2,22
n,128,-5,-5,-8,-8,0,-2,-5,32
n,128,0,5,2,0,2,8,2,20
n,128,0,0,0,5,2,5,5,39
n,128,5,-2,-5,5,0,5,5,35
n,128,2,5,5,0,2,5,2,19
n,128,8,5,5,0,8,5,2,35
n,128,8,8,2,2,0,5,5,32
n,128,8,8,5,8,8,5,2,37
n,128,0,-5,-8,-2,-8,0,-5,41
n,128,-5,-2,-2,-2,0,-5,-8,38
n,128,8,0,2,2,0,8,8,26
n,128,0,5,8,8,5,0,0,25
n,128,-5,-8,-5,0,-8,-2,0,45
n,128,-8,0,-2,-5,0,-5,0,27
n,128,0,0,-2,-2,-8,0,0,30
n,128,0,5,5,-2,0,8,5,35
n,129,5,0,8,5,0,2,2,6
n,129,0,-16,-16,0,-2,16,0,8
n,129,2,8,8,8,2,2,8,5
n,129,16,5,2,8,5,0,0,10
n,129,-5,-8,-16,-2,-16,-2,-8,8
n,129,-8,-16,-8,-2,-16,5,-2,12
n,129,-16,-8,0,0,0,-16,0,11
n,129,-5,0,-2,-2,-8,0,-5,10
n,129,-16,2,-5,-5,16,0,-5,10
n,129,16,0,5,2,16,16,8,6
n,129,-16,0,2,16,2,16,-5,11
n,129,0,5,0,0,5,0,16,6
n,129,16,0,2,5,0,0,8,5
n,129,5,5,8,16,5,8,0,7
n,129,0,-8,-5,-2,-16,-5,-5,8
n,129,0,0,0,-8,-16,-16,0,9
n,129,0,8,16,8,5,8,16,7
n,129,-5,-16,-2,0,-16,-5,-8,5
n,129,0,-5,-16,0,-2,-2,-8,5
n,129,-16,-8,-2,-2,0,-5,-5,10
n,129,0,0,5,2,16,8,0,7
n,129,-2,-2,-8,-5,0,-8,-5,5
n,129,-16,0,8,5,0,0,8,8
n,129,-8,-16,-16,-5,-8,-2,-16,7
n,129,0,8,2,8,8,5,0,4
n,129,-2,-2,-2,-16,-16,-5,-2,4
n,129,-2,-5,-5,-8,-16,-16,-2,10
n,129,-16,-16,-8,-8,0,-8,-5,11
n,129,8,2,5,8,5,8,2,2
n,129,-8,-16,-5,0,-2,-2,-5,9
n,129,-2,-5,0,-8,-16,-8,-5,8
n,129,-5,-8,-2,0,-5,-16,-5,8
n,129,2,16,8,2,16,5,8,8
n,129,-8,-16,-8,0,-8,-5,-5,7
n,129,2,16,-16,-2,-16,0,16,2
n,129,2,16,-16,-2,-16,0,16,13
n,129,0,0,-2,0,-2,-5,0,14
n,129,0,16,2,16,5,2,0,4
n,129,2,16,-16,-2,-16,0,16,6
n,129,-16,0,-5,-8,-8,-8,-2,8
n,129,8,5,8,0,8,8,2,7
n,129,-5,0,-5,5,-2,0,-5,11
n,129,2,5,16,2,0,0,8,6
n,129,2,16,-16,-2,-16,0,16,11
n,129,-16,-2,-8,-2,-5,-8,0,6
n,129,0,5,0,16,5,2,5,4
n,129,5,0,16,16,5,2,16,7
n,129,5,2,5,2,5,0,0,8
n,129,-16,-2,-16,-5,-5,-8,-16,9
n,129,16,8,5,0,16,0,5,5
n,129,-5,-16,-2,-16,-5,-16,-5,8
n,129,-5,-8,-16,0,-8,0,-5,9
n,129,-2,-8,5,16,-5,-8,16,11
n,129,5,16,0,8,16,0,16,7
n,129,5,-5,16,16,8,16,-5,11
n,129,0,0,-5,-5,0,-2,0,4
n,129,-8,-5,-8,-16,-16,-16,-2,6
n,129,0,-8,-8,-5,-2,0,-8,10
n,129,0,-5,-5,-16,-8,-2,-2,11
n,129,2,16,-16,-2,-16,0,16,7
n,129,-16,-5,-5,0,-16,-2,-8,6
n,129,-5,-8,-2,0,0,-16,0,8
n,129,-8,0,-16,0,-8,0,-8,12
n,129,-16,-8,-2,-5,-5,-16,0,8
n,129,16,16,8,8,5,2,5,11
n,129,-16,-5,-16,-5,-16,-8,-2,10
n,129,2,2,2,5,16,0,16,6
n,129,8,0,-8,-16,-8,16,2,3
n,129,2,16,-16,-2,-16,0,16,2
n,129,2,2,5,2,0,5,8,6
n,129,-5,-5,0,-8,0,-5,0,8
n,129,2,-8,8,8,0,-16,5,9
n,129,-5,-2,-8,0,-16,-2,0,10
n,129,0,0,0,16,0,-5,-5,7
n,129,5,2,5,16,2,5,0,15
n,129,16,5,8,8,0,2,16,4
n,129,-2,-2,-8,-2,-8,0,-5,7
n,129,-16,-5,-5,0,0,-5,-2,11
n,129,-5,-2,-2,-5,-5,-8,-16,5
n,129,16,2,5,2,2,8,8,8
n,129,2,16,-16,-2,-16,0,16,8
n,129,2,2,0,5,0,2,16,8
n,129,0,0,8,2,5,8,16,9
n,129,16,0,8,0,0,2,0,5
n,129,0,16,2,16,0,0,5,6
n,129,5,0,0,8,16,2,5,7
n,129,8,0,0,-8,16,16,0,7
n,129,-5,0,8,0,-16,5,0,12
n,129,2,16,-16,-2,-16,0,16,14
n,129,16,5,2,16,8,5,2,8
n,129,5,16,2,16,0,8,2,9
n,129,0,-5,-5,-8,0,-8,-5,8
n,129,2,0,2,8,8,5,16,5
n,129,-16,16,0,2,-5,16,-5,6
n,129,0,-16,-16,-16,0,-8,-8,8
n,129,5,0,16,16,5,5,5,7
n,129,0,8,5,2,16,8,8,8
n,129,-8,-8,-8,-5,0,-2,0,5
n,129,0,5,5,16,8,8,2,8
n,129,2,2,0,5,16,5,16,8
n,129,-16,-2,-5,-2,-5,-16,-16,8
n,129,2,5,0,0,16,16,0,8
n,129,2,16,-16,-2,-16,0,16,7
n,129,0,0,-2,-2,-16,0,-2,14
n,129,0,2,8,16,0,2,16,10
n,129,-16,2,-16,0,-2,2,2,11
n,129,-8,16,0,2,-16,-16,16,13
n,129,5,2,0,16,16,2,5,13
n,129,5,-16,8,0,-16,-5,-5,5
n,129,-8,-2,-2,-5,0,-8,-16,13
n,129,2,5,5,0,0,5,5,3
n,129,2,5,8,8,8,5,8,9
n,129,8,16,8,0,8,2,0,3
n,129,16,2,5,2,8,8,5,12
n,129,-2,-2,-5,-5,-16,-8,-16,13
n,129,0,16,2,0,5,0,8,7
n,129,0,5,16,2,5,8,2,7
n,129,8,8,16,0,8,5,5,7
n,129,0,-5,-2,-2,-2,0,-2,10
n,129,0,2,16,0,8,16,16,7
n,129,0,-8,0,-8,-8,-8,-2,9
n,129,0,8,8,0,16,0,8,7
n,129,2,0,8,16,5,5,16,9
n,129,0,5,5,16,16,2,16,8
n,129,2,0,2,5,8,2,0,6
n,129,2,16,2,5,2,0,8,3
n,129,0,-16,-16,-2,0,-5,-16,4
n,129,8,16,2,16,8,2,0,9
n,129,0,5,5,0,5,16,2,7
n,129,-2,0,-8,-8,-5,-5,-8,6
n,129,5,16,8,0,8,2,16,5
n,129,16,16,8,2,16,16,2,11
n,129,16,8,2,2,2,5,2,8
n,129,0,-8,-8,-16,-2,-8,-16,7
n,129,-2,-2,-16,-5,-2,-2,-8,12
n,129,2,16,-16,-2,-16,0,16,8
n,129,0,-8,-16,0,-5,-8,-16,8
n,129,16,5,16,16,16,0,0,7
n,129,-5,-5,0,0,-16,-5,-16,10
n,129,0,-16,0,8,0,16,2,8
n,129,8,0,16,8,2,0,8,14
n,129,0,-8,-8,0,0,-16,-2,8
n,129,5,0,8,8,-5,-2,5,4
n,129,8,0,5,0,5,5,16,9
n,129,16,5,16,2,0,16,5,5
n,129,2,16,16,0,0,0,5,10
n,129,0,8,0,5,0,8,5,7
n,129,0,2,-16,-5,0,0,2,5
n,129,-16,-2,-5,-8,-2,-16,-5,5
n,129,16,2,5,8,0,0,8,8
n,129,0,0,-16,-2,-16,-16,-2,7
n,129,2,16,-16,-2,-16,0,16,7
n,129,5,0,5,8,0,5,0,5
n,129,0,-5,-8,-5,-8,-5,-16,3
n,129,-2,0,-2,0,-8,-5,-16,13
n,129,-8,-16,-8,0,0,-16,-8,5
n,129,5,0,2,2,-2,16,-8,6
n,129,2,5,16,16,8,2,8,6
n,129,0,-5,0,-2,-5,-5,0,4
n,129,-16,2,2,-5,0,0,0,17
n,129,16,8,0,16,5,-8,-8,4
n,129,0,-8,-8,-16,-16,-2,-2,9
n,129,5,8,2,2,16,16,8,6
n,129,16,5,5,16,2,2,8,5
n,129,2,5,8,16,5,0,-2,10
n,129,16,16,2,2,8,16,8,4
n,129,16,-2,-16,-16,-16,16,2,8
n,129,-16,-16,-2,-16,-8,-2,-16,14
n,129,2,16,-16,-2,-16,0,16,11
n,129,-2,-2,0,-2,-2,-16,-8,14
n,129,-16,-16,-8,-5,-2,-2,-2,10
n,129,5,0,5,16,16,8,2,9
n,129,-5,-16,-2,-5,0,0,-2,9
n,129,8,0,8,5,2,8,8,12
n,129,2,16,-16,-2,-16,0,16,10
n,129,16,0,2,2,2,16,16,7
n,129,0,16,16,8,2,16,0,6
n,129,2,16,-16,-2,-16,0,16,11
n,129,0,-8,-16,-8,-2,-5,0,9
n,129,2,8,8,16,2,0,0,9
n,129,-5,-16,0,0,-5,-16,0,11
n,129,2,16,-16,-2,-16,0,16,15
n,129,-16,-2,-2,-16,-8,0,0,10
n,129,16,2,5,5,2,8,8,12
n,129,8,0,0,8,8,5,8,10
n,129,-8,-8,-16,-16,0,-2,-8,11
n,129,5,16,0,2,16,5,8,8
n,129,16,5,8,2,0,5,5,12
n,129,16,0,2,16,2,2,2,10
n,129,2,5,16,5,8,0,0,7
n,129,8,16,5,16,16,2,8,11
n,129,-8,-8,-16,-8,0,-2,-16,11
n,129,-2,0,-16,-8,-8,0,-5,11
n,129,2,0,0,2,8,8,0,7
n,129,0,0,0,16,5,2,5,7
n,129,2,5,5,2,8,16,0,5
n,129,-2,8,5,8,-8,0,-2,7
n,129,16,2,5,8,2,16,5,13
n,129,-8,-16,-8,0,-16,-2,0,8
n,129,-16,-16,-5,-2,-5,-8,-2,9
n,129,16,2,16,16,8,8,5,5
n,129,0,-5,-2,-8,-16,0,-16,9
n,129,5,8,5,2,2,8,2,6
n,129,0,-2,-5,-2,0,-16,0,6
n,129,-2,-16,-2,-16,-2,-16,-2,10
n,129,0,2,5,8,2,16,2,9
n,129,8,5,2,8,5,8,2,11
n,129,2,8,0,16,5,8,16,7
n,129,-16,-16,-8,-2,-8,-2,-16,6
n,129,0,2,16,16,0,8,8,4
n,129,-8,-8,-2,-8,0,-8,0,10
n,129,2,16,-16,-2,-16,0,16,14
n,129,8,5,8,2,8,5,0,7
n,129,-2,-2,0,0,0,0,-5,10
n,129,5,0,5,5,2,8,5,7
n,129,-2,-2,-2,-5,0,-8,-16,11
n,129,-16,-2,-2,-5,0,-5,-2,10
n,129,2,16,-16,-2,-16,0,16,5
n,129,16,16,16,5,2,16,2,10
n,129,0,-5,0,-2,-5,-2,-2,6
n,129,0,-16,0,-8,-8,0,-5,13
n,129,5,2,2,8,16,0,16,11
n,129,5,8,0,8,8,16,16,11
n,129,-8,-5,-5,-8,-5,-8,-5,11
n,129,-8,16,5,-2,-8,-5,5,10
n,129,8,5,8,0,16,8,5,6
n,129,0,16,8,2,5,-5,8,6
n,129,2,16,-16,-2,-16,0,16,8
n,129,-8,-16,-16,-2,-16,-5,0,6
n,129,-5,-2,-5,-5,-2,-8,-16,12
n,129,0,-16,-2,-2,-16,-8,-5,13
n,129,2,8,8,8,5,8,2,10
n,129,2,0,5,5,5,16,16,11
n,129,0,-2,-16,-5,-16,-2,-8,7
n,129,5,2,16,0,8,16,8,10
n,129,-5,0,-2,-16,-2,-5,-16,4
n,129,16,5,8,0,5,2,2,14
n,129,-2,-16,-16,0,-5,-5,-16,17
n,129,0,16,-16,2,-5,2,-16,10
n,129,2,0,0,16,5,2,16,6
n,129,5,-5,0,-16,2,-5,-8,9
n,129,2,16,-16,-2,-16,0,16,5
n,129,-8,0,0,-8,-8,-2,-5,9
n,129,5,5,16,8,16,5,2,10
n,129,-2,-5,-2,0,-2,-2,0,13
n,129,-8,-8,0,-16,-16,-2,0,3
n,129,2,5,8,0,8,0,5,11
n,129,2,0,16,0,8,2,2,8
n,129,16,8,2,8,8,2,0,10
n,129,5,16,8,2,8,8,5,11
n,129,-5,-2,0,-2,0,-2,-8,9
n,129,5,0,5,5,0,8,8,8
n,129,5,2,0,0,5,16,2,7
n,129,-16,-5,-16,-5,0,-8,-16,8
n,129,16,2,0,0,5,-16,5,9
n,129,-8,-16,-2,-2,-5,-8,-8,7
n,129,2,16,-16,-2,-16,0,16,8
n,129,8,2,0,8,5,5,16,4
n,129,-16,-5,0,-2,-16,0,-8,15
n,129,5,16,5,0,2,2,2,7
n,129,-5,-2,-16,16,-16,8,-2,10
n,129,8,-2,-5,0,2,0,2,11
n,129,5,16,5,5,16,2,0,8
n,129,0,0,-8,-16,-2,-2,0,6
n,129,2,16,16,5,5,5,16,9
n,129,2,16,-16,-2,-16,0,16,12
n,129,0,2,16,0,8,5,16,9
n,129,0,0,-8,-5,-5,-16,-8,14
n,129,-16,-8,0,-2,-5,-8,0,9
n,129,0,16,-5,-2,2,-5,-5,8
n,129,-5,-8,-2,0,-5,-8,-2,10
n,129,8,8,2,2,2,8,8,8
n,129,2,16,-16,-2,-16,0,16,9
n,129,-5,0,-16,-8,-16,-2,-8,11
n,129,16,2,16,0,0,0,2,8
n,129,-16,-8,-16,-5,-8,-5,-8,12
n,129,-8,-16,-5,-5,-5,-16,0,12
n,129,8,16,2,5,0,8,8,8
n,129,2,5,0,2,0,16,5,7
n,129,0,-5,-2,-16,0,-16,-5,7
n,129,-2,-8,-2,-8,0,-8,-16,11
n,129,-8,-5,-2,-16,0,-8,0,14
n,129,16,5,5,8,5,2,5,7
n,129,5,2,0,8,5,16,0,5
n,129,-2,-5,0,0,-2,0,-8,7
n,129,2,16,5,5,8,5,2,7
n,129,8,0,2,2,0,2,2,6
n,129,0,0,8,2,5,2,0,10
n,129,8,-5,0,-5,-2,-5,16,11
n,129,2,16,-16,-2,-16,0,16,9
n,129,0,5,-8,5,5,-16,0,6
n,129,-16,-16,0,-8,-5,-8,0,8
n,129,-5,-8,-2,0,-2,0,-2,6
n,129,0,0,2,8,16,2,2,5
n,129,2,16,5,5,0,0,8,6
n,129,2,0,0,8,2,0,-2,6
n,129,-16,-5,-2,0,-2,-5,-2,11
n,129,8,0,0,8,5,16,2,5
n,129,0,2,16,16,16,8,0,9
n,129,5,8,8,5,16,16,0,9
n,129,8,2,16,2,2,8,8,9
n,129,0,-16,-5,-16,-8,-16,-16,7
n,129,2,16,-16,-2,-16,0,16,8
n,129,16,0,0,8,16,16,0,4
n,129,0,16,16,2,8,8,5,14
n,129,2,0,8,16,16,2,0,5
n,129,0,5,8,5,16,16,16,5
n,129,2,0,16,8,0,8,5,5
n,129,5,16,5,-5,8,0,0,6
n,129,16,5,8,0,2,16,5,8
n,129,2,16,-16,-2,-16,0,16,9
n,129,-16,-16,-2,0,0,-16,-5,9
n,129,-2,-2,-16,-16,0,-5,-5,12
n,129,0,-16,-16,-2,0,-2,-8,9
n,129,0,16,16,-2,-16,-2,-8,8
n,129,-8,-5,-8,-8,-2,-2,-5,11
n,129,-16,-16,-5,0,0,-5,-5,8
n,129,-8,-8,0,-5,0,0,-8,9
n,129,0,0,2,2,0,5,16,11
n,129,16,0,-8,-8,2,-16,0,6
n,129,2,5,16,0,0,5,5,6
n,129,0,-8,-16,0,-2,-5,-5,13
n,129,0,8,0,0,8,16,16,13
n,129,2,16,-16,-2,-16,0,16,11
n,129,0,2,0,0,2,5,8,9
n,129,0,0,2,0,2,16,2,10
n,129,0,-8,-2,-16,-2,-2,-8,14
n,129,-5,-2,-5,-8,-16,-2,0,10
n,129,16,8,8,5,5,2,5,5
n,129,5,8,8,2,2,2,5,10
n,129,-2,-2,-16,0,0,-2,-5,11
n,129,-2,-8,-2,-2,0,-8,-2,11
n,129,5,0,8,2,2,2,5,8
n,129,-16,-8,0,-2,-2,0,0,8
n,129,16,0,5,2,5,2,8,10
n,129,0,2,0,5,2,5,8,9
n,129,-5,-8,-16,0,0,-8,-5,13
n,129,2,16,0,16,2,16,0,6
n,129,16,8,8,0,2,5,5,11
n,129,-5,-8,-2,-5,-8,-8,0,14
n,129,-2,0,-16,-2,-2,-5,0,11
n,129,-2,0,-5,-16,-5,-5,0,6
n,129,2,16,-16,-2,-16,0,16,11
n,129,-16,-2,0,-8,-5,-16,-8,12
n,129,0,0,2,2,5,2,0,10
n,129,0,-8,0,-5,-2,-16,-5,9
n,129,-16,0,-2,-16,-2,-8,-16,5
n,129,-5,-16,-16,-5,0,-2,-5,9
n,129,2,16,-16,-2,-16,0,16,14
n,129,8,0,5,8,16,16,0,11
n,129,2,5,16,2,2,0,2,7
n,129,2,5,5,0,16,16,2,7
n,129,5,5,8,2,5,5,8,4
n,129,-8,0,-5,-8,0,-8,0,7
n,129,2,8,5,5,16,8,2,7
n,129,8,-16,8,-8,-5,8,0,12
n,129,16,16,8,8,0,2,5,11
n,129,8,0,8,16,5,0,0,3
n,129,8,8,16,2,16,0,16,11
n,129,-8,-8,-5,-2,0,-16,-2,10
n,129,5,8,5,2,5,8,8,12
n,129,-2,-8,2,16,-16,-8,-8,10
n,129,2,16,5,16,16,0,5,6
n,129,-5,0,-8,-2,-16,-5,-2,10
n,129,5,2,0,0,8,16,16,9
n,129,-2,-2,-5,-5,0,0,-8,11
n,129,0,0,-16,0,-16,-2,-5,14
n,129,-2,0,-2,0,-8,-8,0,5
n,129,0,-5,-2,-2,-2,0,-5,14
n,129,8,0,2,16,2,8,8,11
n,129,5,16,5,5,5,5,2,12
n,129,16,5,5,0,0,0,8,8
n,129,2,-5,0,-2,-8,8,5,7
n,129,8,0,0,8,8,8,16,11
n,129,16,8,8,16,0,16,5,7
n,129,5,5,8,0,2,8,5,11
n,129,16,5,2,5,8,2,5,10
n,129,-5,-2,0,-2,-16,-2,8,13
n,129,8,5,16,2,16,16,5,9
n,129,5,16,8,2,0,16,8,5
n,129,-16,-16,-5,-5,-16,-2,-5,8
n,129,0,16,8,2,5,8,2,7
n,129,-8,-2,-16,-8,-2,0,0,12
n,129,5,16,16,5,8,0,0,10
n,129,2,0,5,8,5,16,8,9
n,129,2,0,16,2,16,5,8,5
n,129,-16,0,-16,-5,-8,8,-8,9
n,129,-2,-8,-16,-2,-16,-16,-5,8
n,129,-8,-8,-16,0,-5,0,0,4
n,129,5,8,0,2,2,8,0,8
n,129,-5,0,0,-5,0,-16,0,14
n,129,16,0,2,2,8,5,2,7
n,129,5,8,0,0,0,8,8,5
n,129,-16,-8,-2,-8,-2,-16,-5,9
n,129,0,-5,-2,-5,0,-16,-8,17
n,129,16,5,0,2,-16,-2,16,13
n,129,-2,0,-8,-8,-2,-8,-16,10
n,129,16,16,5,8,16,5,2,5
n,129,2,0,0,2,16,0,0,12
n,129,2,16,0,16,0,0,5,8
n,129,16,2,8,2,0,2,16,9
n,129,-2,-2,-8,-2,-5,-5,-2,12
n,129,2,16,-16,-2,-16,0,16,12
n,129,-8,-2,-2,-16,-8,-16,-5,10
n,129,2,16,-16,-2,-16,0,16,7
n,129,16,0,16,2,2,8,5,7
n,129,-2,-8,0,-2,-16,-2,-2,10
n,129,-2,-8,8,2,0,0,0,11
n,129,-16,-16,8,-8,0,16,0,6
n,129,0,-5,0,-5,0,-8,0,15
n,129,2,5,5,5,8,5,16,7
n,129,2,16,-16,-2,-16,0,16,8
n,129,-2,0,0,-2,-2,-5,0,9
n,129,16,0,5,8,5,2,8,4
n,129,5,5,5,16,0,2,5,7
n,129,0,0,2,8,16,2,5,8
n,129,0,-5,-5,-2,0,-16,0,13
n,129,0,-5,0,-8,-2,-8,0,6
n,129,0,-5,0,8,-8,-8,0,4
n,129,2,-8,-2,-5,16,-8,-8,10
n,129,-2,-16,-16,0,0,0,-5,7
n,129,8,0,0,16,16,5,2,10
n,129,0,-8,-2,-8,-8,0,0,7
n,129,16,5,2,16,8,0,0,7
n,129,0,16,5,16,2,5,16,8
n,129,-16,-5,-16,-16,-8,-16,-2,9
n,129,-5,-8,-8,-5,-8,-2,-5,9
n,129,-2,-2,0,16,0,16,-5,14
n,129,-8,-8,-16,-8,-2,-8,-5,11
n,129,8,2,8,0,16,0,-16,12
n,129,-2,-2,-2,-5,-16,-16,-5,6
n,129,8,0,2,2,2,8,16,8
n,129,-8,-8,-2,-8,-8,-16,0,15
n,129,-2,-16,-5,-16,-16,0,0,10
n,129,16,0,0,5,16,16,16,7
n,129,0,8,16,16,8,0,0,5
n,129,0,-2,-8,-16,-8,-16,-16,12
n,129,0,8,16,16,0,16,8,7
n,129,2,16,-16,-2,-16,0,16,7
n,129,8,5,8,16,16,0,16,13
n,129,-8,-2,0,0,0,-2,-8,7
n,129,0,8,5,0,5,5,2,12
n,129,5,16,16,2,8,5,16,12
n,129,0,16,5,16,2,0,16,5
n,129,5,0,8,5,0,2,2,6
n,129,0,-16,-16,0,-2,16,0,13
n,129,2,8,8,8,2,2,8,7
n,129,16,5,2,8,5,0,0,8
n,129,-5,-8,-16,-2,-16,-2,-8,14
n,129,-8,-16,-8,-2,-16,5,-2,7
n,129,-16,-8,0,0,0,-16,0,7
n,129,-16,2,-5,-5,16,0,-5,10
n,129,16,0,5,2,16,16,8,11
n,129,-16,16,0,-16,-16,0,0,9
n,129,0,5,0,0,5,0,16,19
n,129,16,0,2,5,0,0,8,11
n,129,5,5,8,16,5,8,0,6
n,129,0,-8,-5,-2,-16,-5,-5,10
n,129,-8,0,-5,-8,-5,-8,-8,14
n,129,0,0,0,-8,-16,-16,0,8
n,129,0,8,8,0,8,5,0,10
n,129,0,8,16,8,5,8,16,13
n,129,-5,-16,-2,0,-16,-5,-8,17
n,129,0,-5,-16,0,-2,-2,-8,13
n,129,-16,-8,-2,-2,0,-5,-5,13
n,129,0,0,5,2,16,8,0,8
n,129,-2,-2,-8,-5,0,-8,-5,14
n,129,-8,-16,-16,-5,-8,-2,-16,9
n,129,0,8,2,8,8,5,0,9
n,129,-2,-2,-2,-16,-16,-5,-2,9
n,129,-2,-5,-5,-8,-16,-16,-2,8
n,129,-16,-16,-8,-8,0,-8,-5,10
n,129,-5,-8,-2,0,-5,-16,-5,8
n,129,2,16,8,2,16,5,8,7
n,129,2,16,-16,-2,-16,0,16,7
n,129,16,16,8,16,0,5,0,9
n,129,0,0,-16,0,-5,-2,-2,11
n,129,0,0,-2,0,-2,-5,0,11
n,129,0,16,2,16,5,2,0,13
n,129,2,16,-16,-2,-16,0,16,10
n,129,-16,0,-5,-8,-8,-8,-2,10
n,129,8,5,8,0,8,8,2,13
n,129,-5,0,-5,5,-2,0,-5,12
n,129,2,16,-16,-2,-16,0,16,12
n,129,-16,-2,-8,-2,-5,-8,0,4
n,129,0,5,0,16,5,2,5,8
n,129,5,0,16,16,5,2,16,3
n,129,5,2,5,2,5,0,0,9
n,129,-16,-2,-16,-5,-5,-8,-16,12
n,129,16,8,5,0,16,0,5,7
n,129,-5,-16,-2,-16,-5,-16,-5,13
n,129,-2,-8,5,16,-5,-8,16,11
n,129,5,16,0,8,16,0,16,9
n,129,-5,0,-16,-5,-5,-5,0,13
n,129,5,-5,16,16,8,16,-5,12
n,129,0,0,-5,-5,0,-2,0,13
n,129,-8,-5,-8,-16,-16,-16,-2,9
n,129,0,-8,-8,-5,-2,0,-8,9
n,129,0,-5,-5,-16,-8,-2,-2,6
n,129,2,16,-16,-2,-16,0,16,9
n,129,-16,-5,-5,0,-16,-2,-8,11
n,129,-5,-8,-2,0,0,-16,0,11
n,129,-8,0,-16,0,-8,0,-8,14
n,129,-16,-8,-2,-5,-5,-16,0,10
n,129,16,16,8,8,5,2,5,7
n,129,-16,-5,-16,-5,-16,-8,-2,9
n,129,2,2,2,5,16,0,16,6
n,129,8,0,-8,-16,-8,16,2,13
n,129,2,16,-16,-2,-16,0,16,8
n,129,-5,-5,0,-8,0,-5,0,10
n,129,-5,-2,-8,0,-16,-2,0,12
